ID_Cliente,Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,ID_Conta,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
26811,Milena Leão,1978-02-26,46,Outro,Casado,Brasileira,Ensino Fundamental,Advogado,,2.0,Sim,16.6,41563-374,794,26811,Digital,2014-06-04,10.729637234770705,18095.63,0.0,18,402.59,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,17939.75,0.87,5457.76,25.52,3,129575.39,2.01,Conservador,Média Renda,Sim,Não,Não,Não,86.42,1.4,42.58,46.1
26812,Felipe Macedo,1992-02-26,32,Masculino,Casado,Brasileira,Ensino Médio,Médico,3116.83,3.0,Não,0.5,24604-450,735,26812,Corrente,2015-07-12,9.626283367556468,6822.76,3074.34,29,413.13,Transferência,Baixa,Sim,Pessoal,23528.97,2.17,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,7869.82,-13.3,9742.53,17.01,0,0.0,,Conservador,Varejo,Não,Sim,Sim,Não,,,42.41,47.7
26813,André Abreu,1967-02-26,57,Feminino,Casado,Brasileira,Ensino Médio,Comerciante,6395.94,0.0,Sim,1.8,86604-815,812,26813,Corrente,2006-10-06,18.390143737166323,22268.35,8964.45,38,818.19,Transferência,Média,Sim,Veículo,41429.18,1.08,48.0,Em Dia,Internet Banking,0.0,Neutro,23290.1,-4.39,10072.77,16.4,6,297512.39,1.09,Moderado,Média Renda,Sim,Não,Sim,Sim,75.4,0.1,61.4,49.8
26814,Eloah Aragão,2001-02-25,24,Feminino,Solteiro,Brasileira,Superior Incompleto,,2011.92,0.0,Não,2.8,51335-969,695,26814,Salário,2024-07-08,0.6351813826146475,20578.95,0.0,13,293.56,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Satisfeito,18511.76,11.17,3346.38,73.89,0,0.0,,Arrojado,Média Renda,Sim,Não,Não,Sim,79.57,0.4,100.0,81.7
26815,Vitor Novais,1966-02-26,58,Feminino,Divorciado,Brasileira,Pós-Graduação,Médico,5575.12,1.0,Não,7.4,94527-654,806,26815,Poupança,1994-10-25,30.338124572210816,227970.76,0.0,6,2020.84,Depósito,,Sim,Imobiliário,2070966.47,0.86,360.0,Em Dia,Agência Física,0.0,Neutro,218680.58,4.25,15729.09,33.1,6,144209.36,0.86,Arrojado,Alta Renda,Sim,Sim,Não,Sim,73.6,0.2,100.0,70.0
26816,Ana Liz Vasconcelos,2002-02-26,22,Masculino,Solteiro,Brasileira,Superior Incompleto,,3913.92,0.0,Não,0.3,82460-546,655,26816,Digital,2022-01-31,3.0691307323750854,11668.69,0.0,24,722.86,Pagamento de Boleto,Alta,Não,,,,,,Agência Física,0.0,Neutro,12408.71,-5.96,4871.56,39.07,0,0.0,,Arrojado,Varejo,Sim,Não,Não,Sim,84.28,1.3,68.72,72.8
26817,Ísis Costa,1974-02-26,50,Feminino,Casado,Brasileira,Superior Incompleto,Aposentado,5030.83,2.0,Sim,,90001-230,764,26817,Poupança,2016-12-05,8.224503764544833,40490.81,0.0,3,1584.3,Depósito,Média,Não,,,,,,,0.0,Neutro,38869.01,4.17,11833.2,35.52,1,44125.83,1.68,Conservador,Média Renda,Sim,Sim,Sim,Não,87.22,1.1,76.59,65.2
26818,Diogo da Mata,1998-02-26,26,Feminino,Casado,Brasileira,Superior Incompleto,Médico,4871.63,0.0,Sim,,64328-132,773,26818,Salário,2017-07-29,7.578370978781656,20120.46,0.0,15,626.39,Saque,Alta,Sim,Veículo,60224.04,1.33,48.0,Em Dia,Mobile Banking,2.0,Insatisfeito,21788.51,-7.66,14980.18,50.97,1,21508.77,2.2,Arrojado,Média Renda,Sim,Não,Sim,Não,95.49,0.3,100.0,73.6
26819,Bruno Camargo,1991-02-26,33,Masculino,Casado,Alemã,Ensino Médio,Engenheiro,4183.04,2.0,Sim,15.0,26462-958,749,26819,Corrente,2014-03-29,10.913073237508556,11725.2,4842.99,37,685.26,Compra Crédito,Alta,Não,,,,,,Internet Banking,2.0,Insatisfeito,12381.93,-5.3,11243.33,40.45,2,41772.0,2.14,Conservador,Média Renda,Sim,Não,Não,Não,55.06,1.1,81.86,69.3
26820,Emanuella Moraes,1971-02-26,53,Feminino,Divorciado,Brasileira,Pós-Graduação,Contador,16261.0,1.0,Sim,6.1,98175-276,826,26820,Poupança,2003-11-16,21.27857631759069,318237.06,0.0,6,2852.45,Depósito,Média,Não,,,,,,Agência Física,0.0,Neutro,303157.46,4.97,25870.02,46.01,8,511171.47,1.48,Moderado,Private,Sim,Sim,Não,Sim,91.94,0.2,74.8,55.4
26821,Caio Vasconcelos,1990-02-26,34,Masculino,Solteiro,Brasileira,Superior Completo,Autônomo,10337.88,1.0,Sim,5.9,50012-432,804,26821,Poupança,2024-06-26,0.6680355920602327,39685.57,0.0,11,6435.2,Depósito,Média,Não,,,,,,Mobile Banking,1.0,Insatisfeito,38262.59,3.72,19174.12,10.59,0,0.0,,Moderado,Alta Renda,Sim,Sim,Não,Não,87.06,0.1,34.49,37.1
26822,Ágatha Vieira,1981-02-25,44,Masculino,Divorciado,Brasileira,Superior Incompleto,Empresário,1365.77,1.0,Não,,50588-122,736,26822,Corrente,2015-05-12,9.793292265571527,3624.63,1482.82,30,,Saque,Baixa,Sim,Consignado,11322.23,1.69,48.0,Em Dia,Mobile Banking,0.0,Neutro,3266.04,10.98,3136.04,18.16,1,3256.92,2.29,Conservador,Varejo,Sim,Não,Não,Sim,79.29,0.1,81.78,67.6
26823,Ravi da Costa,1957-02-25,68,Feminino,Casado,Brasileira,Ensino Médio,Aposentado,2181.4,0.0,Não,7.8,29806-485,724,26823,Corrente,1989-11-27,35.24709103353867,-2137.61,2203.45,22,146.53,Transferência,,Não,,,,,,Mobile Banking,0.0,Neutro,-2513.79,-14.96,4687.8,24.63,9,190527.79,2.52,Conservador,Varejo,Sim,Sim,Não,Não,26.19,1.0,26.66,43.9
26824,Valentim Caldeira,2000-02-26,24,Feminino,Solteiro,Brasileira,Superior Incompleto,,4453.49,0.0,Não,0.5,88461-450,616,26824,Poupança,2023-03-11,1.9630390143737166,26507.13,0.0,1,1082.9,Depósito,Alta,Não,,,,,,Telefone,0.0,Neutro,25022.2,5.93,7104.34,63.65,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,95.79,0.9,99.5,90.9
26825,Nicole Fonseca,1966-02-26,58,Masculino,Casado,Brasileira,Ensino Fundamental,Contador,,0.0,Sim,31.6,49021-305,723,26825,Corrente,2025-02-16,0.024640657084188913,10759.79,3714.9,22,923.57,Compra Crédito,Alta,Sim,Pessoal,16907.7,2.53,48.0,Em Dia,Agência Física,0.0,Neutro,8876.79,21.21,6916.25,23.92,2,64001.08,1.93,Moderado,Varejo,Sim,Não,Não,Não,92.86,0.7,100.0,79.8
26826,Ana Beatriz Marques,1999-02-26,25,Masculino,Solteiro,Brasileira,Superior Incompleto,Vendedor,4310.82,,Não,1.0,38488-378,548,26826,Corrente,2018-11-11,6.291581108829569,15794.78,5166.42,21,469.36,Saque,Alta,Sim,Pessoal,10807.32,3.53,12.0,Inadimplente,Internet Banking,2.0,,13978.08,13.0,5029.45,84.44,1,34336.88,3.66,Arrojado,Média Renda,Sim,Não,Não,Não,78.53,6.6,100.0,100.0
26827,Clarice Barbosa,1995-02-26,29,Masculino,Solteiro,Brasileira,Ensino Fundamental,Comerciante,3493.02,0.0,Sim,3.1,33016-309,637,26827,Corrente,2020-11-07,4.301163586584531,5974.56,4753.79,20,,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Satisfeito,5695.11,4.91,7006.2,55.47,0,0.0,,Arrojado,Varejo,Sim,Não,Não,Não,58.32,0.7,74.09,75.4
26828,Allana Lopes,1996-02-26,28,Masculino,Solteiro,Brasileira,Pós-Graduação,Contador,22906.98,0.0,Sim,,40266-865,801,26828,Corrente,2020-08-08,4.550308008213553,57420.68,16251.67,59,3001.72,Saque,Média,Não,,,,,,Internet Banking,2.0,Muito Insatisfeito,50835.21,12.95,67422.87,22.56,0,0.0,,Moderado,Private,Sim,Sim,Sim,Não,74.77,1.9,63.33,57.3
26829,Marcela Ramos,1945-02-25,80,Masculino,Casado,Brasileira,Pós-Graduação,Aposentado,3862.9,0.0,Sim,47.9,64123-914,731,26829,Salário,2016-04-06,8.889801505817934,6131.64,0.0,4,,Saque,Média,Não,,,,,,Mobile Banking,0.0,Neutro,5747.5,6.68,12321.82,53.99,6,51990.83,2.55,Moderado,Varejo,Sim,Não,Não,Não,33.19,4.0,86.9,82.4
26830,Lucas Gabriel Lima,1993-02-25,32,Feminino,Casado,Brasileira,Superior Incompleto,Motorista,4612.7,0.0,Não,0.3,78088-728,651,26830,Corrente,2022-10-15,2.3655030800821355,35926.99,5287.08,21,89.57,Pagamento de Boleto,Baixa,Sim,Veículo,47052.13,1.22,60.0,Em Dia,Internet Banking,0.0,Satisfeito,28966.96,24.03,6970.8,18.36,0,0.0,,Conservador,Média Renda,Sim,Não,Não,Não,84.08,1.7,55.48,67.7
26831,Dr. Igor da Mota,1959-02-26,65,Feminino,Casado,Brasileira,,Aposentado,1973.28,2.0,Não,7.1,23102-943,758,26831,Digital,1979-04-10,45.880903490759756,6239.92,0.0,26,103.74,Compra Crédito,Média,Sim,Consignado,10031.36,1.75,60.0,Em Dia,Mobile Banking,0.0,Neutro,6070.61,2.79,4922.27,41.95,12,167979.47,2.61,Conservador,Varejo,Sim,Não,Não,Não,46.95,0.4,78.71,64.8
26832,Benicio Cassiano,1946-02-26,78,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,,0.0,Não,16.5,42485-342,658,26832,Corrente,2016-06-26,8.668035592060233,7220.61,2027.56,21,132.12,Compra Crédito,Média,Não,,,,,,Internet Banking,2.0,Muito Insatisfeito,8422.08,-14.27,4404.77,26.72,3,51357.45,2.1,Moderado,Varejo,Sim,Não,Não,Não,86.14,2.1,55.78,68.4
26833,Sabrina Barros,1986-02-26,38,Masculino,Casado,Alemã,Superior Completo,Vendedor,8098.72,1.0,Não,1.8,42502-879,772,26833,Corrente,2023-11-06,1.3059548254620124,-2946.78,11048.24,56,910.25,Pagamento de Boleto,Alta,Sim,Imobiliário,3116568.64,1.15,300.0,Em Dia,Mobile Banking,0.0,Neutro,-2499.46,17.9,24633.63,33.99,0,0.0,,Arrojado,Alta Renda,Sim,Sim,Sim,Sim,86.6,0.1,100.0,73.1
26834,Ana Lívia Marques,1976-02-26,48,Masculino,Divorciado,Brasileira,Superior Completo,Empresário,3947.57,1.0,Sim,3.9,67265-927,721,26834,Corrente,2002-05-16,22.781656399726216,-1814.98,5774.65,24,73.74,Saque,Média,Não,,,,,,Agência Física,0.0,Neutro,-2208.44,-17.82,9898.89,33.2,2,76446.65,2.31,Moderado,Varejo,Sim,Não,Não,Não,56.31,1.4,68.83,66.5
26835,Raul Macedo,1968-02-26,56,Masculino,Casado,Brasileira,Ensino Médio,Técnico,5895.6,0.0,Não,12.4,93331-833,738,26835,Poupança,2008-12-28,16.161533196440793,40582.6,0.0,6,2148.24,Transferência,Média,Não,,,,,,,0.0,Neutro,38342.95,5.84,16244.73,44.86,3,142692.72,2.77,Moderado,Média Renda,Sim,Sim,Não,Não,41.61,6.2,59.14,74.4
26836,Sr. Lucas da Luz,1986-02-26,38,Feminino,Casado,Brasileira,Ensino Médio,Técnico,2995.78,4.0,Não,4.6,45194-253,697,26836,Digital,2021-10-12,3.373032169746749,9225.13,0.0,17,217.63,Compra Crédito,,Não,,,,,,Internet Banking,0.0,Neutro,9179.99,0.49,3575.09,67.76,0,0.0,,Arrojado,Varejo,Não,Sim,Não,Não,,,17.02,38.8
26837,Caleb Sampaio,1994-02-26,30,Feminino,Casado,Brasileira,Ensino Fundamental,Gerente,4306.54,2.0,Não,1.2,48992-771,664,26837,Digital,2017-04-24,7.841204654346338,46643.62,0.0,25,554.81,Saque,Alta,Não,,,,,,Internet Banking,0.0,Neutro,44126.16,5.71,3866.6,52.09,3,79893.13,1.67,Arrojado,Média Renda,Sim,Sim,Não,Sim,78.76,0.5,67.74,69.0
26838,Mariane Brito,1984-02-26,40,Feminino,Casado,Brasileira,Superior Incompleto,Analista,4989.66,0.0,Não,4.5,99302-341,694,26838,Poupança,2016-01-08,9.13347022587269,40222.26,0.0,9,1366.26,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,39945.21,0.69,6331.54,31.38,5,147532.8,2.26,Moderado,Média Renda,Sim,Sim,Não,Sim,73.8,3.0,54.03,66.6
26839,Vitor Hugo Jesus,1968-02-26,56,Masculino,Casado,Brasileira,Superior Completo,Comerciante,12135.65,0.0,Sim,21.5,44984-130,800,26839,Digital,1989-07-17,35.611225188227245,79280.87,0.0,35,2652.78,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,78423.46,1.09,36668.46,36.11,8,600609.78,2.04,Conservador,Alta Renda,Sim,Não,Não,Não,60.82,1.4,92.74,70.6
26840,Stella Camargo,1968-02-26,56,Masculino,Casado,Brasileira,Ensino Médio,Autônomo,6479.05,0.0,Não,7.8,22137-598,823,26840,Corrente,1989-06-05,35.72621492128679,37657.55,8687.78,40,586.38,Transferência,Média,Sim,Imobiliário,2007315.21,1.04,360.0,Em Dia,Internet Banking,0.0,Satisfeito,34657.81,8.66,14533.36,40.11,5,77637.63,1.38,Conservador,Média Renda,Sim,Não,Não,Não,81.01,0.5,100.0,69.2
26841,Erick Rezende,1991-02-26,33,Feminino,Solteiro,Brasileira,Ensino Médio,Aposentado,3896.89,2.0,Sim,5.0,91304-718,725,26841,Digital,2015-08-30,9.492128678986996,11985.94,0.0,27,456.71,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,12048.14,-0.52,11374.71,18.19,2,41060.63,1.71,Conservador,Varejo,Não,Não,Não,Não,,,17.92,36.5
26842,Thiago Freitas,1993-02-25,32,Masculino,Casado,Portuguesa,Ensino Médio,Gerente,3594.88,3.0,Não,2.3,50370-991,714,26842,Corrente,2011-09-24,13.423682409308693,23478.63,4649.68,29,626.43,Transferência,Alta,Não,,,,,,,0.0,Neutro,24220.27,-3.06,8467.09,33.71,3,20067.38,2.51,Moderado,Média Renda,Sim,Sim,Não,Sim,73.35,1.3,63.45,64.2
26843,Emilly Nunes,1957-02-25,68,Masculino,Casado,Brasileira,Superior Completo,Aposentado,3583.42,1.0,Não,2.9,,517,26843,Corrente,1983-07-03,41.65092402464066,63074.72,3138.69,29,145.6,Compra Crédito,Média,Sim,Pessoal,30967.66,3.63,36.0,Inadimplente,Agência Física,0.0,Muito Insatisfeito,87821.04,-28.18,2428.87,81.88,10,273918.63,3.15,Moderado,Alta Renda,Sim,Não,Não,Não,88.38,0.7,100.0,100.0
26844,Benjamim Alves,2000-02-26,24,Feminino,Solteiro,Brasileira,Superior Completo,Estudante,6699.57,0.0,Não,0.4,60408-413,699,26844,Corrente,2023-01-23,2.0917180013689256,10115.31,5744.59,25,774.18,Compra Débito,Alta,Não,,,,,,Internet Banking,0.0,Insatisfeito,10907.1,-7.26,9908.12,47.38,0,0.0,,Moderado,Média Renda,Sim,Não,Sim,Não,79.23,0.1,85.87,73.3
26845,João Guilherme Pereira,1970-02-26,54,Feminino,Casado,Brasileira,Superior Completo,Médico,6276.03,2.0,Sim,36.0,83690-270,874,26845,Corrente,1995-12-28,29.163586584531142,97837.32,6270.11,34,824.89,Transferência,Alta,Sim,Pessoal,16454.26,3.08,48.0,Em Dia,Agência Física,1.0,Neutro,100966.67,-3.1,20362.24,30.11,6,92273.61,0.97,Moderado,Alta Renda,Não,Não,Não,Sim,,,22.56,23.9
26846,Emanuel Pacheco,2000-02-26,24,Masculino,Solteiro,Brasileira,Superior Incompleto,Contador,3882.76,0.0,Não,0.9,,649,26846,Salário,2022-01-09,3.1293634496919918,23738.1,0.0,8,486.08,Transferência,,Não,,,,,,Mobile Banking,0.0,Neutro,22601.17,5.03,8055.25,78.32,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Não,92.57,0.4,100.0,86.3
26847,Noah Novaes,1964-02-26,60,Masculino,Casado,Brasileira,,Comerciante,4448.6,0.0,Sim,5.3,88248-868,720,26847,Poupança,1986-08-02,38.56810403832991,111088.42,0.0,1,962.28,Transferência,Alta,Não,,,,,,Agência Física,0.0,Insatisfeito,105284.74,5.51,9283.11,25.15,12,687620.78,2.32,Moderado,Alta Renda,Sim,Sim,Não,Não,65.25,2.0,60.53,64.3
26848,Nina Guerra,1958-02-26,66,Feminino,Casado,Brasileira,Ensino Médio,Aposentado,1904.61,0.0,Sim,24.8,49301-809,736,26848,Salário,2017-11-05,7.307323750855578,1918.79,0.0,12,159.87,Compra Débito,Média,Não,,,,,,Telefone,0.0,Neutro,2021.84,-5.1,5789.58,61.7,4,30566.65,2.35,Conservador,Varejo,Sim,Não,Não,Não,71.23,1.1,100.0,79.7
26849,Bella Jesus,1989-02-25,36,Feminino,Solteiro,Brasileira,Ensino Médio,Médico,3545.4,0.0,Não,0.8,49867-146,692,26849,Poupança,2013-11-05,11.307323750855579,57352.27,0.0,3,808.23,Depósito,Média,Não,,,,,,Internet Banking,0.0,Satisfeito,57272.3,0.14,7962.89,15.6,0,0.0,,Conservador,Alta Renda,Sim,Não,Não,Não,73.97,1.3,45.13,57.3
26850,Camila Camargo,1998-02-26,26,Feminino,Casado,Brasileira,Superior Completo,Advogado,5811.25,1.0,Não,3.0,15422-784,738,26850,Corrente,2020-09-12,4.454483230663929,19073.55,5483.25,35,718.0,Saque,Baixa,Sim,Pessoal,55626.0,3.39,48.0,Em Dia,Telefone,0.0,Neutro,16491.41,15.66,14499.08,24.03,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Não,57.09,4.7,73.71,77.2
26851,Maria Fernanda Martins,1982-02-26,42,Feminino,Casado,Brasileira,Ensino Fundamental,Aposentado,4469.7,2.0,Não,3.1,34580-361,751,26851,Corrente,2009-07-05,15.644079397672828,16790.91,5992.45,37,331.88,Depósito,Média,Sim,Pessoal,31648.48,3.35,24.0,Em Dia,Mobile Banking,0.0,Neutro,22350.59,-24.87,15782.94,59.4,5,101949.55,2.29,Conservador,Média Renda,Sim,Não,Não,Não,89.61,0.1,100.0,75.2
26852,Benicio Borges,1989-02-25,36,Feminino,Casado,Brasileira,,Autônomo,11578.84,,Sim,4.2,74919-895,778,26852,Salário,2008-11-27,16.246406570841888,110439.72,0.0,24,549.93,Transferência,Alta,Não,,,,,,Agência Física,2.0,Muito Insatisfeito,102697.23,7.54,20210.33,30.13,2,79903.97,1.8,Arrojado,Alta Renda,Sim,Não,Não,Sim,83.89,0.0,61.06,52.7
26853,Emanuel Araújo,1985-02-25,40,Feminino,Solteiro,Brasileira,Superior Completo,Aposentado,7917.58,0.0,Sim,,52972-318,813,26853,Corrente,2024-05-18,0.7748117727583846,71792.22,9909.17,34,670.72,Compra Crédito,Média,Sim,Pessoal,79149.97,2.42,36.0,Em Dia,Mobile Banking,0.0,Neutro,72055.1,-0.36,14763.03,35.06,2,174296.51,1.22,Conservador,Alta Renda,Sim,Sim,Não,Não,80.42,1.1,88.15,66.1
26854,Isabel Macedo,1974-02-26,50,Feminino,Casado,,Ensino Médio,Estudante,3651.05,0.0,Sim,9.6,49355-316,763,26854,Corrente,2018-03-25,6.924024640657084,8450.89,5455.17,30,276.28,Compra Crédito,Média,Sim,Veículo,53970.43,1.74,36.0,Em Dia,Mobile Banking,2.0,Neutro,7113.1,18.81,5266.47,21.26,3,29158.61,2.22,Moderado,Varejo,Não,Não,Não,Não,,,71.2,59.3
26855,Maya Guerra,1992-02-26,32,Masculino,Casado,Brasileira,Pós-Graduação,Técnico,4489.22,1.0,Sim,4.3,81643-845,740,26855,Salário,2021-10-08,3.383983572895277,9588.74,0.0,15,198.85,Transferência,Alta,Sim,Veículo,65585.55,1.05,72.0,Em Dia,Agência Física,0.0,Satisfeito,9480.95,1.14,7545.75,19.96,0,0.0,,Moderado,Média Renda,Sim,Não,Sim,Não,96.1,0.7,66.91,61.6
26856,Dr. Renan Camargo,1987-02-26,37,Masculino,Solteiro,Brasileira,Superior Incompleto,Comerciante,5183.99,0.0,Não,0.9,47910-507,778,26856,Corrente,2014-08-12,10.54072553045859,17053.47,5176.51,19,617.45,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,1.0,Insatisfeito,17288.73,-1.36,10074.75,40.95,2,16452.02,2.41,Arrojado,Média Renda,Sim,Sim,Não,Sim,91.48,0.3,97.69,71.9
26857,Maitê Farias,1967-02-26,57,Masculino,Solteiro,Brasileira,Ensino Médio,Autônomo,4458.0,0.0,Não,1.2,,533,26857,Digital,2018-05-29,6.746064339493498,4186.51,0.0,31,259.68,Depósito,Alta,Sim,Consignado,48604.53,2.25,60.0,Inadimplente,Mobile Banking,0.0,,4202.72,-0.39,9000.03,99.17,5,90677.78,3.39,Conservador,Média Renda,Sim,Sim,Não,Sim,50.21,15.3,100.0,100.0
26858,Eloah Nunes,1975-02-26,49,Masculino,Casado,Italiana,,Motorista,5720.93,2.0,Não,1.1,65361-477,615,26858,Salário,1998-01-08,27.132101300479125,21848.35,0.0,20,275.51,Pagamento de Boleto,Alta,Sim,Imobiliário,1814674.44,0.9,180.0,Inadimplente,Internet Banking,2.0,Muito Insatisfeito,19405.79,12.59,11398.83,87.09,4,166991.26,3.4,Arrojado,Média Renda,Sim,Não,Não,Não,83.44,0.8,100.0,100.0
26859,Gabriel da Luz,1988-02-26,36,Masculino,Solteiro,Brasileira,Superior Completo,Aposentado,8063.87,0.0,Sim,14.2,20167-904,769,26859,Corrente,2024-03-27,0.917180013689254,104967.16,12501.04,38,462.73,Depósito,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,83957.75,25.02,26666.72,14.76,0,0.0,,Arrojado,Alta Renda,Sim,Não,Sim,Não,83.85,1.2,50.7,52.0
26860,Ian Nogueira,1974-02-26,50,Feminino,Casado,Brasileira,Ensino Médio,Empresário,4896.6,1.0,Sim,17.9,89512-169,650,26860,Corrente,2023-01-11,2.1245722108145104,27367.41,6266.15,30,964.22,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,1.0,Muito Insatisfeito,26976.32,1.45,11642.04,75.59,0,0.0,,Moderado,Média Renda,Sim,Não,Sim,Não,60.76,0.9,100.0,87.7
26861,Luara Barbosa,1969-02-25,56,Masculino,Divorciado,Brasileira,Ensino Médio,Médico,4136.41,0.0,Não,8.0,84681-115,699,26861,Salário,2014-01-30,11.071868583162217,13275.01,0.0,23,428.85,Saque,Alta,Não,,,,,,Agência Física,0.0,Satisfeito,12708.99,4.45,11174.6,14.56,5,100534.63,1.89,Conservador,Média Renda,Sim,Não,Não,Não,53.97,0.4,44.84,53.7
26862,Maria Isis Monteiro,1977-02-25,48,Feminino,Casado,Brasileira,Superior Completo,Professor,9304.44,0.0,Sim,19.1,57016-678,835,26862,Poupança,2009-10-28,15.329226557152635,20660.89,0.0,12,2489.12,Depósito,Alta,Sim,Pessoal,53796.62,3.45,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,19107.0,8.13,30516.75,6.05,3,130127.47,1.08,Moderado,Alta Renda,Sim,Sim,Não,Não,89.33,0.8,74.75,56.3
26863,Heloísa Rezende,1991-02-26,33,Feminino,Casado,Brasileira,Superior Completo,Recepcionista,9740.67,2.0,Sim,5.7,70063-206,774,26863,Corrente,2018-10-16,6.362765229295003,35319.15,14205.12,42,752.48,Compra Débito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,44231.98,-20.15,15656.93,20.46,0,0.0,,Moderado,Alta Renda,Sim,Sim,Sim,Não,68.71,3.2,39.27,51.8
26864,Clarice Mendonça,2007-02-26,17,Masculino,Solteiro,Brasileira,Superior Incompleto,Estudante,6416.07,0.0,Não,0.1,85539-536,770,26864,Poupança,2024-11-17,0.2737850787132101,28557.3,0.0,4,1468.17,Transferência,Alta,Sim,Pessoal,58561.73,2.87,12.0,Em Dia,Mobile Banking,0.0,Neutro,28100.86,1.62,17470.93,46.63,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Sim,76.57,0.6,100.0,74.8
26865,Luiz Felipe Pastor,1966-02-26,58,Masculino,Casado,Alemã,Ensino Médio,Estudante,3341.46,0.0,Sim,3.4,41818-281,765,26865,Salário,2018-02-03,7.060917180013689,25231.88,0.0,16,579.2,Compra Crédito,Baixa,Sim,Pessoal,23488.48,3.87,48.0,Em Dia,Mobile Banking,0.0,Satisfeito,26320.17,-4.13,10775.06,33.56,0,0.0,,Moderado,Média Renda,Não,Não,Não,Sim,,,28.47,37.7
26866,Srta. Maria Laura Correia,1965-02-25,60,Feminino,Viúvo,Brasileira,Superior Completo,Analista,10635.02,,Sim,25.0,83685-449,789,26866,Poupança,2002-11-27,22.247775496235455,155952.47,0.0,8,4766.59,Depósito,Média,Não,,,,,,Agência Física,1.0,Insatisfeito,155720.5,0.15,14082.64,30.93,8,1001868.3,2.59,Arrojado,Alta Renda,Sim,Não,Sim,Não,94.44,0.4,66.22,55.4
26867,Sr. Dante Castro,1972-02-26,52,Masculino,Casado,Brasileira,Pós-Graduação,Estudante,7902.2,1.0,Sim,26.3,85396-383,754,26867,Poupança,2018-07-29,6.579055441478439,25078.61,0.0,11,1363.86,Depósito,Média,Não,,,,,,,0.0,Neutro,23826.17,5.26,10727.51,39.95,2,122509.32,2.32,Conservador,Média Renda,Sim,Sim,Não,Sim,83.78,0.1,72.68,61.2
26868,Luiz Miguel Barbosa,1998-02-26,26,Masculino,Casado,Brasileira,Superior Completo,Motorista,8334.51,4.0,Não,,13128-485,738,26868,Corrente,2024-01-01,1.1526351813826146,-979.95,7398.52,31,446.3,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Neutro,-938.62,4.4,23958.22,27.29,0,0.0,,Moderado,Alta Renda,Sim,Não,Não,Sim,78.06,2.4,90.05,78.4
26869,Ana Clara Alves,1978-02-26,46,Masculino,Viúvo,Italiana,Ensino Médio,Motorista,4288.78,0.0,Sim,3.2,99523-166,551,26869,Corrente,2016-10-16,8.361396303901437,-1481.87,6097.11,26,703.62,Transferência,Média,Sim,Pessoal,40639.02,3.19,48.0,Inadimplente,Mobile Banking,0.0,,-1276.7,16.07,5455.83,68.69,1,23999.76,4.15,Conservador,Média Renda,Sim,Sim,Não,Não,42.16,7.6,69.8,100.0
26870,Bianca Cavalcanti,1965-02-25,60,Masculino,Casado,Brasileira,Pós-Graduação,Técnico,24396.58,2.0,Sim,15.8,67455-557,790,26870,Corrente,1999-03-19,25.94113620807666,61207.29,20469.32,27,1523.6,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,1.0,Neutro,56574.43,8.19,58811.71,25.35,7,2165195.07,2.44,Moderado,Private,Sim,Não,Não,Não,90.1,0.0,80.88,61.4
