Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
Lorena da Mata,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Fundamental,Gerente,3324.71,2.0,Não,2.8,71484-794,740,Digital,2017-03-19,7.939767282683094,11392.87,0.0,22,487.79,Pagamento de Boleto,,Sim,Pessoal,32527.57,3.74,36.0,Em Dia,Mobile Banking,1.0,Insatisfeito,12132.44,-6.1,3526.83,30.46,3,60389.14,2.49,Moderado,Varejo,Não,Não,Sim,Não,,,47.67,0
Yago Abreu,1973-02-25,52,Feminino,Solteiro,Brasileira,Ensino Médio,Motorista,4634.98,0.0,Sim,13.0,48366-481,701,Poupança,1993-08-24,31.50718685831622,34761.04,0.0,6,1300.79,Depósito,Média,Não,,,,,,Agência Física,0.0,Insatisfeito,33978.71,2.3,10419.2,7.21,6,83553.62,1.65,Arrojado,Média Renda,Sim,Não,Não,Não,61.1,1.8,35.07,0
Vitor Hugo Caldeira,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Motorista,5462.33,2.0,Não,3.2,62819-536,721,Poupança,2021-06-20,3.685147159479808,32483.08,0.0,8,440.89,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,30677.08,5.89,14755.72,22.72,4,208322.53,2.62,Conservador,Média Renda,Não,Sim,Não,Sim,,,18.56,0
Ravy Camargo,1973-02-25,52,Feminino,Casado,Brasileira,,Engenheiro,3308.37,0.0,Sim,,46821-123,740,Digital,2002-11-16,22.27789185489391,14050.99,0.0,10,258.27,Pagamento de Boleto,Alta,Não,,,,,,,0.0,Neutro,13127.81,7.03,9484.82,71.65,7,314459.27,2.77,Arrojado,Varejo,Sim,Não,Não,Não,59.46,3.2,100.0,1
Bárbara Nunes,1973-02-25,52,Masculino,Solteiro,Brasileira,Ensino Fundamental,Gerente,3150.07,0.0,Sim,,55298-786,704,Salário,2017-04-09,7.882272416153319,10737.73,0.0,15,,Compra Débito,Média,Não,,,,,,Telefone,0.0,Neutro,11080.56,-3.09,8435.15,60.08,0,0.0,,Moderado,Varejo,Sim,Não,Não,Não,52.51,2.7,100.0,1
Ana Júlia Azevedo,1973-02-25,52,Masculino,Casado,Brasileira,Superior Incompleto,Contador,8747.2,0.0,Sim,5.7,68664-494,740,Salário,2005-06-09,19.71526351813826,38372.14,0.0,19,1754.54,Pagamento de Boleto,Baixa,Sim,Veículo,125279.25,1.19,48.0,Em Atraso,Telefone,2.0,Muito Insatisfeito,39990.97,-4.05,18899.02,25.28,5,198426.34,1.91,Conservador,Alta Renda,Sim,Sim,Não,Sim,62.14,0.6,68.2,1
Yuri Rios,1973-02-25,52,Feminino,Casado,Brasileira,Superior Completo,Analista,9936.18,0.0,Sim,0.8,39346-830,805,Corrente,2007-11-22,17.2621492128679,6740.23,14828.22,27,,Compra Crédito,Média,Não,,,,,,Agência Física,0.0,Neutro,5943.37,13.41,14902.47,40.21,4,525626.64,1.48,Conservador,Alta Renda,Sim,Não,Sim,Sim,53.23,0.1,60.9,0
Lorena Macedo,1973-02-25,52,Feminino,Viúvo,Brasileira,Superior Completo,Autônomo,,1.0,Não,5.7,90409-763,683,Corrente,2002-03-27,22.91854893908282,47419.37,4920.72,33,759.58,Compra Crédito,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,37353.43,26.95,7672.03,49.65,3,55701.29,2.48,Moderado,Média Renda,Sim,Não,Não,Não,73.24,8.7,86.6,1
Ana Garcia,1973-02-25,52,Feminino,Solteiro,Brasileira,Superior Incompleto,Recepcionista,6003.08,1.0,Sim,16.9,62884-240,823,Corrente,2020-08-17,4.525667351129363,9553.4,9158.13,28,1109.6,Compra Débito,Média,Sim,Pessoal,38925.34,2.84,36.0,Em Dia,Internet Banking,0.0,Satisfeito,7317.71,30.55,24977.01,16.53,1,26070.01,1.1,Arrojado,Média Renda,Sim,Não,Não,Não,90.62,0.8,89.41,0
Aurora Melo,1973-02-25,52,Masculino,Casado,Brasileira,Superior Completo,Aposentado,8211.47,2.0,Sim,,39355-672,762,Corrente,2019-07-06,5.642710472279261,58857.34,11678.58,28,,Compra Crédito,Alta,Não,,,,,,Telefone,0.0,Neutro,62723.17,-6.16,16970.51,33.21,1,18849.94,1.79,Arrojado,Alta Renda,Sim,Não,Não,Não,86.4,0.9,75.53,0
Luiz Otávio da Luz,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Fundamental,Gerente,3712.81,0.0,Sim,3.6,28482-679,643,Corrente,2004-04-07,20.8870636550308,8312.18,3190.69,24,630.71,Pagamento de Boleto,Baixa,Sim,Veículo,44948.01,1.89,36.0,Em Atraso,Internet Banking,0.0,,7827.14,6.2,7121.73,61.64,8,190712.02,3.16,Arrojado,Varejo,Sim,Não,Não,Não,91.77,3.1,100.0,1
Raquel Pires,1973-02-25,52,Masculino,Casado,Brasileira,Pós-Graduação,Gerente,12926.61,2.0,Sim,7.3,61807-224,858,Corrente,2025-01-13,0.1177275838466803,21558.97,18138.72,68,929.15,Compra Crédito,Média,Sim,Pessoal,57150.23,2.05,36.0,Em Dia,Agência Física,0.0,Satisfeito,18993.25,13.51,23730.55,30.93,1,76085.51,1.39,Arrojado,Alta Renda,Sim,Sim,Não,Sim,80.8,0.3,89.41,0
Gabriel Alves,1973-02-25,52,Feminino,Casado,Brasileira,Superior Completo,Motorista,10695.66,0.0,Sim,17.2,29302-490,869,Salário,1992-11-29,32.24093086926762,127452.75,0.0,26,449.84,Pagamento de Boleto,Alta,Não,,,,,,Agência Física,0.0,Insatisfeito,133735.11,-4.7,44699.43,45.39,7,581581.11,1.35,Arrojado,Alta Renda,Sim,Sim,Não,Sim,75.61,1.1,100.0,0
Evelyn Mendonça,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Fundamental,Analista,2756.77,2.0,Sim,,75990-633,672,Corrente,2010-01-07,15.134839151266256,28542.92,2580.07,22,416.91,Pagamento de Boleto,Baixa,Sim,Pessoal,20217.73,3.37,36.0,Em Atraso,Agência Física,0.0,Neutro,29715.37,-3.95,6307.1,24.37,8,202259.47,2.34,Moderado,Média Renda,Sim,Não,Não,Não,67.32,2.6,92.88,1
Fernanda Caldeira,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Médio,Motorista,3063.69,0.0,Sim,8.1,70822-218,736,Digital,2009-05-29,15.745379876796717,3873.97,0.0,21,188.66,Compra Débito,Média,Não,,,,,,Mobile Banking,0.0,Insatisfeito,3697.48,4.77,7212.6,52.72,6,280677.02,2.07,Conservador,Varejo,Sim,Sim,Não,Não,64.18,0.2,100.0,1
Maya Jesus,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Analista,4263.54,0.0,Sim,,27720-497,727,Corrente,2011-12-12,13.207392197125255,8343.23,4918.36,29,376.92,Pagamento de Boleto,Média,Não,,,,,,Agência Física,0.0,Neutro,10182.75,-18.07,10924.26,46.39,6,461479.73,2.73,Conservador,Média Renda,Sim,Não,Não,Não,39.88,1.1,63.62,0
João Lucas Ferreira,1973-02-25,52,Masculino,Casado,Portuguesa,Superior Incompleto,Vendedor,6574.29,2.0,Não,25.7,70218-597,670,Digital,2022-07-09,2.6338124572210813,12490.61,0.0,36,487.27,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,12473.78,0.13,11742.05,55.29,3,128787.42,1.83,Moderado,Média Renda,Sim,Sim,Não,Não,78.72,0.4,89.19,1
Laís Araújo,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Autônomo,5649.31,3.0,Sim,23.2,74130-547,760,Corrente,2008-10-13,16.369609856262834,18305.9,8642.45,33,500.35,Depósito,Alta,Não,,,,,,,0.0,Satisfeito,17827.07,2.69,12734.05,44.67,3,96302.54,2.6,Arrojado,Média Renda,Sim,Sim,Não,Sim,80.41,1.4,81.09,1
Letícia Rios,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Fundamental,Gerente,,0.0,Não,,39396-552,644,Salário,2000-03-25,24.92265571526352,77227.71,0.0,10,302.35,Pagamento de Boleto,Média,Sim,Consignado,32345.65,1.59,24.0,Em Atraso,Agência Física,0.0,Insatisfeito,76256.58,1.27,5911.14,43.67,3,61601.57,3.04,Arrojado,Alta Renda,Sim,Não,Não,Sim,38.3,2.7,100.0,1
Kevin Marques,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Médio,Advogado,5952.76,1.0,Não,0.9,15088-331,840,Corrente,2013-03-18,11.942505133470226,39572.68,8744.12,31,,Depósito,Média,Sim,Pessoal,14423.7,3.89,12.0,Em Dia,Agência Física,0.0,Satisfeito,32173.7,23.0,18548.84,38.23,1,37860.02,1.27,Moderado,Média Renda,Sim,Não,Não,Não,68.55,0.7,99.79,0
Sofia Martins,1973-02-25,52,Masculino,Casado,Brasileira,Superior Completo,Estudante,12129.36,,Sim,7.2,61147-515,843,Premium,2012-04-22,12.84599589322382,136156.38,25257.39,73,2842.91,Compra Crédito,Média,Não,,,,,,,0.0,Neutro,124989.91,8.93,70432.96,43.27,4,339538.44,1.03,Moderado,Private,Sim,Não,Não,Sim,61.96,0.3,100.0,0
Dr. Ryan Pimenta,1973-02-25,52,Feminino,Solteiro,Brasileira,Ensino Fundamental,Motorista,2844.27,0.0,Não,7.3,64998-543,726,Digital,2016-04-19,8.854209445585216,15446.37,0.0,16,173.47,Pagamento de Boleto,Alta,Não,,,,,,Internet Banking,0.0,Neutro,15613.8,-1.07,4182.42,30.32,2,36679.49,2.1,Conservador,Varejo,Sim,Sim,Não,Não,90.33,6.3,69.62,1
Dr. Diego Melo,1973-02-25,52,Feminino,Casado,Outras,Superior Incompleto,Médico,7253.18,2.0,Sim,29.4,20989-880,923,Corrente,2002-06-01,22.7378507871321,38945.39,9129.16,31,652.71,Compra Débito,Baixa,Sim,Imobiliário,2150927.16,0.78,240.0,Em Dia,Agência Física,0.0,Satisfeito,61132.15,-36.29,19917.1,16.06,4,218943.14,1.45,Moderado,Média Renda,Sim,Não,Não,Não,78.15,1.0,100.0,0
Dra. Ayla Siqueira,1973-02-25,52,Feminino,Solteiro,Brasileira,Pós-Graduação,Recepcionista,16680.16,0.0,Não,8.6,10069-699,800,Poupança,2006-03-23,18.92950034223135,384596.84,0.0,11,4173.26,Depósito,Média,Não,,,,,,Internet Banking,3.0,Muito Insatisfeito,374555.44,2.68,50845.38,45.92,7,952438.96,2.05,Moderado,Private,Sim,Sim,Não,Sim,83.38,0.9,100.0,1
Sofia Viana,1973-02-25,52,Feminino,Casado,Portuguesa,Ensino Fundamental,Analista,,2.0,Não,1.8,94067-746,710,Corrente,2023-01-20,2.099931553730322,8323.15,4617.43,31,486.67,Compra Crédito,Média,Sim,Pessoal,31986.19,2.25,48.0,Em Dia,Internet Banking,1.0,Insatisfeito,11021.41,-24.48,12832.08,23.65,1,12861.31,2.23,Conservador,Varejo,Não,Não,Não,Não,,,41.85,0
Sra. Lavínia Pastor,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Fundamental,Comerciante,2428.95,2.0,Não,1.8,49513-604,762,Salário,1991-05-12,33.79329226557152,1964.24,0.0,6,130.9,Pagamento de Boleto,Média,Sim,Pessoal,11412.1,2.95,24.0,Em Dia,Telefone,0.0,Satisfeito,1959.95,0.22,5631.45,51.24,4,29913.85,1.95,Conservador,Varejo,Sim,Não,Sim,Sim,67.35,0.2,100.0,1
Marina Caldeira,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Fundamental,Enfermeiro,5565.99,2.0,Sim,13.7,92920-835,748,Corrente,2017-12-10,7.211498973305955,27145.85,5929.14,10,472.1,Compra Débito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,28499.09,-4.75,16197.43,78.38,1,9910.03,2.23,Moderado,Média Renda,Sim,Sim,Não,Sim,66.24,1.7,100.0,1
Sr. Yago Ramos,1973-02-25,52,Feminino,Divorciado,,Pós-Graduação,Comerciante,15261.22,0.0,Sim,29.8,97462-916,845,Poupança,2002-10-14,22.368240930869263,138614.44,0.0,8,,Transferência,Média,Sim,Consignado,66017.97,1.45,36.0,Em Dia,Telefone,0.0,Neutro,133852.4,3.56,36946.88,13.5,4,452647.63,0.83,Conservador,Private,Não,Não,Não,Sim,,,31.4,0
Leandro Santos,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Estudante,7661.45,1.0,Sim,34.0,80002-419,754,Corrente,2021-04-22,3.8466803559206015,20862.32,7208.02,42,833.77,Transferência,Baixa,Não,,,,,,Agência Física,0.0,Neutro,18643.34,11.9,14061.82,32.91,2,72847.63,1.65,Moderado,Média Renda,Sim,Sim,Sim,Sim,84.57,0.1,76.03,0
Camila Guerra,1973-02-25,52,Masculino,Solteiro,Brasileira,Ensino Médio,Técnico,5060.92,,Sim,5.5,79351-369,759,Salário,2016-10-26,8.334017796030116,20789.16,0.0,6,793.33,Compra Crédito,Alta,Não,,,,,,Agência Física,1.0,Insatisfeito,20712.54,0.37,16921.41,45.5,1,11265.33,2.24,Conservador,Média Renda,Sim,Não,Não,Sim,81.33,0.2,100.0,1
Cecilia Silveira,1973-02-25,52,Masculino,Solteiro,Brasileira,Superior Incompleto,Recepcionista,9370.34,0.0,Não,7.3,62409-766,733,Corrente,2018-06-30,6.658453114305271,13760.23,9195.73,35,1784.19,Depósito,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,13218.91,4.1,20105.78,29.73,1,26005.36,2.77,Moderado,Alta Renda,Sim,Não,Não,Sim,65.13,4.9,63.16,1
Isaac Andrade,1973-02-25,52,Feminino,Casado,Brasileira,,Contador,3432.72,,Sim,3.7,,758,Salário,1998-10-31,26.321697467488026,26739.82,0.0,11,118.44,Depósito,Alta,Não,,,,,,,0.0,Neutro,26636.87,0.39,6818.76,39.45,5,92154.13,2.08,Conservador,Média Renda,Sim,Não,Sim,Não,74.34,0.2,64.47,0
Sara Gonçalves,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Advogado,4138.27,2.0,Sim,4.0,63046-490,669,Poupança,2023-02-08,2.047912388774812,100644.59,0.0,6,1611.37,Transferência,,Não,,,,,,Agência Física,3.0,Muito Insatisfeito,98200.11,2.49,4771.65,24.31,3,89733.5,2.19,Moderado,Alta Renda,Sim,Não,Não,Sim,81.82,1.6,50.13,0
Srta. Evelyn Sales,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Engenheiro,9187.6,1.0,Sim,4.5,90121-523,947,Corrente,2008-07-08,16.635181382614647,100215.11,9540.3,41,839.64,Compra Crédito,Alta,Sim,Veículo,54146.5,1.15,36.0,Em Dia,Agência Física,2.0,Muito Insatisfeito,116328.3,-13.85,27141.26,7.0,3,91213.03,1.39,Arrojado,Alta Renda,Sim,Não,Não,Sim,98.82,0.6,49.24,0
Vitor Abreu,1973-02-25,52,Masculino,Casado,Brasileira,Superior Completo,Professor,7741.51,3.0,Não,4.2,15433-223,768,Corrente,2004-06-01,20.736481861738536,84023.1,7720.33,31,461.42,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,66425.36,26.49,10287.11,39.8,6,264385.91,1.95,Arrojado,Alta Renda,Sim,Sim,Não,Não,65.16,0.9,56.51,0
Sra. Daniela Lima,1973-02-25,52,Feminino,Casado,Brasileira,Superior Completo,Recepcionista,4618.92,3.0,Sim,34.0,34714-709,744,Corrente,2010-11-12,14.288843258042435,108313.33,3929.75,24,418.07,Compra Crédito,Média,Não,,,,,,Agência Física,0.0,Neutro,121149.81,-10.6,8973.26,30.91,4,54674.68,2.69,Conservador,Alta Renda,Sim,Sim,Sim,Não,87.28,1.0,63.89,0
Nina Melo,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Estudante,4431.1,0.0,Não,1.8,15362-600,730,Corrente,2005-07-20,19.603011635865844,29737.5,5717.76,17,261.45,Depósito,Baixa,Não,,,,,,Internet Banking,0.0,Insatisfeito,25823.2,15.16,6729.99,15.37,8,691536.93,2.46,Moderado,Média Renda,Sim,Sim,Não,Não,66.56,0.6,28.95,0
Eduardo Castro,1973-02-25,52,Masculino,Solteiro,Argentina,Superior Incompleto,Recepcionista,6175.71,0.0,Sim,10.9,16089-644,834,Poupança,1998-06-21,26.68309377138946,54330.81,0.0,3,1486.83,Saque,Alta,Sim,Pessoal,39053.76,3.92,48.0,Em Dia,Internet Banking,0.0,Neutro,53374.98,1.79,18902.47,24.19,9,582175.33,1.37,Moderado,Alta Renda,Sim,Sim,Não,Não,86.26,0.4,99.3,0
Laís Casa Grande,1973-02-25,52,Masculino,Divorciado,Brasileira,Pós-Graduação,Aposentado,9707.46,1.0,Não,5.7,89161-937,754,Digital,1997-02-22,28.0082135523614,28981.2,0.0,25,1117.89,Compra Crédito,Alta,Não,,,,,,Agência Física,2.0,Insatisfeito,26965.75,7.47,22304.71,32.88,8,398802.64,2.54,Arrojado,Alta Renda,Sim,Não,Não,Sim,89.53,0.4,80.96,0
Joaquim Nascimento,1973-02-25,52,Masculino,Divorciado,Brasileira,Ensino Fundamental,Técnico,3139.05,0.0,Não,,42197-232,716,Corrente,1993-12-15,31.19780971937029,17215.53,4106.91,28,217.65,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,0.0,Neutro,19063.36,-9.69,5315.93,54.52,6,99567.15,2.18,Conservador,Varejo,Não,Não,Não,Não,,,22.71,0
Sr. Anthony Azevedo,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Médio,Recepcionista,4208.57,0.0,Sim,23.9,97265-246,548,Corrente,2019-04-26,5.83709787816564,8868.37,4460.09,28,667.13,Compra Débito,Média,Sim,Veículo,60554.43,1.55,72.0,Inadimplente,Agência Física,0.0,,13575.04,-34.67,5789.6,69.54,2,178570.98,2.91,Conservador,Média Renda,Sim,Não,Não,Não,79.97,1.3,100.0,1
Fernando Gonçalves,1973-02-25,52,Masculino,Divorciado,Brasileira,Ensino Médio,Técnico,3329.45,0.0,Não,1.7,39023-120,606,Corrente,2004-12-24,20.17248459958932,29434.87,4559.83,27,813.8,Depósito,,Sim,Pessoal,27096.55,3.82,12.0,Em Atraso,Internet Banking,0.0,Muito Insatisfeito,30726.2,-4.2,8206.38,74.08,5,237414.72,3.83,Moderado,Média Renda,Sim,Não,Sim,Sim,80.93,2.1,100.0,1
Dr. Theo Mendes,1973-02-25,52,Masculino,Divorciado,Brasileira,Ensino Médio,Comerciante,7700.99,1.0,Sim,7.8,22174-663,827,Corrente,1996-09-08,28.465434633812457,32075.19,9178.32,27,341.78,Saque,Média,Sim,Imobiliário,2410625.63,0.82,180.0,Em Dia,Internet Banking,0.0,Neutro,36796.82,-12.83,32325.79,27.77,11,909268.19,1.29,Arrojado,Média Renda,Sim,Sim,Não,Sim,79.85,0.2,100.0,0
Murilo Barbosa,1973-02-25,52,Feminino,Casado,,Superior Completo,Vendedor,22240.66,2.0,Sim,,47421-309,902,Poupança,2011-07-25,13.59069130732375,210459.61,0.0,6,3038.16,Saque,Média,Sim,Imobiliário,10160017.42,0.74,180.0,Em Dia,,0.0,Neutro,203248.84,3.55,37970.42,23.76,4,1766823.56,1.02,Conservador,Private,Sim,Não,Sim,Não,92.65,0.1,100.0,0
Luísa Andrade,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Técnico,3826.01,,Não,,44884-641,757,Poupança,2018-10-24,6.340862422997946,46899.34,0.0,5,992.25,Depósito,Alta,Sim,Pessoal,25142.39,3.02,48.0,Em Dia,Internet Banking,0.0,Neutro,43816.05,7.04,10870.24,19.0,2,234057.59,2.76,Arrojado,Média Renda,Sim,Não,Não,Não,93.11,0.1,72.77,0
Heloísa Porto,1973-02-25,52,Masculino,Divorciado,Brasileira,Ensino Fundamental,Recepcionista,2497.53,2.0,Não,10.5,25718-714,714,Corrente,2015-12-07,9.221081451060916,-1147.43,3213.0,26,207.12,Transferência,Média,Sim,Veículo,27992.28,1.04,72.0,Em Dia,Internet Banking,0.0,Satisfeito,-915.88,25.28,7213.13,46.07,2,22776.02,2.56,Conservador,Varejo,Sim,Não,Não,Não,88.2,0.2,100.0,1
Heitor da Rosa,1973-02-25,52,Feminino,Divorciado,Brasileira,Superior Completo,Enfermeiro,5184.21,1.0,Sim,18.2,18728-683,609,Salário,2024-04-22,0.8459958932238193,5003.06,0.0,9,137.8,Pagamento de Boleto,Baixa,Sim,Pessoal,24879.47,2.92,12.0,Em Atraso,Agência Física,0.0,Insatisfeito,4809.36,4.03,12396.66,63.73,2,92861.08,4.19,Moderado,Média Renda,Sim,Não,Não,Não,81.59,0.5,100.0,1
Dra. Pietra Souza,1973-02-25,52,Feminino,Solteiro,Brasileira,Superior Completo,Estudante,7257.8,0.0,Sim,15.8,35234-809,795,Corrente,2008-04-10,16.878850102669404,30179.46,9990.78,45,196.91,Saque,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,33074.5,-8.75,11862.0,57.52,6,201979.32,1.76,Conservador,Média Renda,Sim,Sim,Não,Não,88.53,0.1,92.02,0
Vitor Hugo Machado,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Médio,Vendedor,4049.61,1.0,Não,3.1,14096-936,731,Corrente,2002-07-18,22.60917180013689,17761.48,3940.55,38,504.1,Depósito,Alta,Sim,Pessoal,36920.63,2.26,12.0,Em Dia,Telefone,0.0,Neutro,16534.38,7.42,10533.37,13.86,7,120847.59,2.43,Moderado,Média Renda,Sim,Não,Sim,Não,67.88,0.1,100.0,1
Fernanda Caldeira,1973-02-25,52,Masculino,Divorciado,Brasileira,Ensino Médio,Engenheiro,5721.69,0.0,Não,1.5,64398-653,740,Poupança,1999-09-07,25.470225872689937,84775.87,0.0,7,1146.51,Depósito,,Não,,,,,,Internet Banking,0.0,Insatisfeito,81739.3,3.71,9055.98,40.57,5,539321.25,1.63,Moderado,Alta Renda,Sim,Sim,Não,Não,68.4,5.0,69.3,1
Hellena Freitas,1973-02-25,52,Feminino,Casado,Brasileira,Ensino Médio,Vendedor,5160.51,0.0,Não,4.1,72532-514,749,Digital,1996-12-16,28.194387405886378,135840.02,0.0,21,652.32,Pagamento de Boleto,Alta,Não,,,,,,Agência Física,0.0,Neutro,131273.23,3.48,13960.43,42.14,5,69631.53,2.77,Arrojado,Alta Renda,Sim,Não,Não,Sim,86.41,1.1,100.0,1
Ana Cecília Macedo,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Médio,Comerciante,6645.69,3.0,Sim,4.8,76565-241,792,Corrente,1994-01-23,31.091033538672143,21163.41,5974.53,44,1426.44,Depósito,Alta,Não,,,,,,Agência Física,0.0,Neutro,20369.32,3.9,19024.65,26.53,6,233481.02,1.58,Moderado,Média Renda,Sim,Não,Não,Não,81.09,0.0,94.35,0
Ana Clara da Mota,1973-02-25,52,Feminino,Divorciado,Brasileira,Ensino Fundamental,Analista,4188.3,0.0,Sim,16.9,92267-700,661,Digital,2020-03-17,4.944558521560575,18379.37,0.0,16,999.39,Compra Crédito,Baixa,Não,,,,,,Mobile Banking,0.0,Satisfeito,17158.8,7.11,7605.93,9.84,1,36242.99,2.64,Conservador,Média Renda,Sim,Não,Não,Não,84.09,3.8,40.25,0
Maria Helena Vargas,1973-02-25,52,Masculino,Solteiro,Brasileira,Superior Incompleto,Analista,6584.05,0.0,Sim,0.9,51001-609,722,Corrente,2001-02-04,24.057494866529773,-3649.2,6965.78,40,196.75,Transferência,Alta,Não,,,,,,Agência Física,0.0,Insatisfeito,-3866.18,-5.61,17484.59,33.01,3,97075.96,2.36,Conservador,Média Renda,Sim,Não,Não,Sim,68.83,2.8,85.47,1
Theodoro Teixeira,1973-02-25,52,Masculino,Casado,,Ensino Médio,Advogado,4066.88,0.0,Não,14.1,70920-475,670,Poupança,2020-09-18,4.438056125941136,12999.03,0.0,7,1154.18,Depósito,Média,Não,,,,,,Internet Banking,0.0,Neutro,12795.72,1.59,8418.83,28.77,1,146668.81,2.06,Conservador,Média Renda,Não,Não,Não,Não,,,22.16,0
Yuri Castro,1973-02-25,52,Masculino,Casado,Brasileira,Superior Completo,Gerente,6633.51,2.0,Sim,5.4,33423-625,696,Corrente,1996-01-09,29.13073237508556,11007.62,8829.96,33,1016.51,Compra Crédito,Média,Sim,Imobiliário,1747795.26,0.86,300.0,Em Atraso,Agência Física,0.0,Insatisfeito,12710.4,-13.4,6269.62,49.96,8,250193.25,1.5,Moderado,Média Renda,Sim,Não,Não,Sim,88.9,1.1,100.0,1
Ana Lívia Novais,1973-02-25,52,Feminino,Solteiro,Brasileira,Superior Completo,Autônomo,,0.0,Sim,7.1,78865-229,795,Salário,2020-09-09,4.462696783025325,66826.6,0.0,29,1461.26,Saque,Média,Não,,,,,,Internet Banking,0.0,Neutro,66170.89,0.99,24602.32,37.47,0,0.0,,Arrojado,Alta Renda,Sim,Não,Não,Sim,86.14,0.4,72.56,0
Dr. Ravi Lucca Araújo,1973-02-25,52,Feminino,Solteiro,Brasileira,Superior Incompleto,Gerente,4779.58,2.0,Sim,9.4,,749,Corrente,1993-05-12,31.79192334017796,19373.26,4870.21,36,385.92,Saque,Alta,Não,,,,,,Agência Física,0.0,Neutro,19348.83,0.13,15211.53,44.96,9,195523.75,2.31,Moderado,Média Renda,Sim,Não,Sim,Não,74.49,1.0,100.0,1
Manuela Borges,1973-02-25,52,Masculino,Casado,Brasileira,Ensino Médio,Engenheiro,4408.19,2.0,Não,2.8,63577-645,805,Salário,2006-02-24,19.00342231348392,10264.29,0.0,14,307.7,Transferência,Baixa,Sim,Veículo,64271.97,1.02,48.0,Em Dia,Internet Banking,2.0,Insatisfeito,10191.5,0.71,10317.69,20.44,5,122071.82,0.87,Conservador,Média Renda,Não,Não,Não,Não,,,47.12,0
Arthur Miguel Câmara,1973-02-25,52,Feminino,Solteiro,Argentina,Ensino Fundamental,Professor,3960.05,,Não,3.8,94718-340,637,Corrente,2023-01-02,2.1492128678986995,10142.55,5562.5,18,317.46,Transferência,Baixa,Não,,,,,,Agência Física,0.0,Neutro,9723.56,4.31,7443.85,53.67,0,0.0,,Moderado,Varejo,Sim,Não,Não,Não,59.66,0.0,77.93,1
Dr. Bruno Camargo,1973-02-25,52,Feminino,Casado,,Ensino Médio,Motorista,3266.72,1.0,Sim,,24244-842,678,Corrente,2024-07-19,0.6050650239561944,3202.52,5047.59,19,271.74,Transferência,Média,Não,,,,,,Internet Banking,3.0,Muito Insatisfeito,3538.04,-9.48,7918.12,12.81,4,48083.01,1.86,Moderado,Varejo,Sim,Sim,Não,Não,71.98,1.3,45.13,0
